Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
"Sheet: 13 3/4 × 16 15/16 in. (35 × 43 cm)""","Harris Brisbane Dick Fund, 1938",,,,,,,,,,,,Prints,"© 2018  Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/751479,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Image: 8 3/4 × 11 5/16 in. (22.3 × 28.8 cm)""","Gift of Mrs. Grace A. Albee, in memory of Percy F. Albee, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751480,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Leggings (flat): 13 × 15 in. (33 × 38.1 cm)""","The Charles and Valerie Diker Collection of Native American Art, Promised Gift of Charles and Valerie Diker",Made in,,,,United States,,,,,,,(not assigned),,http://www.metmuseum.org/art/collection/search/751496,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Right: 3 1/2 × 4 1/8 × 17 1/2 in. (8.9 × 10.5 × 44.5 cm)""","The Charles and Valerie Diker Collection of Native American Art, Promised Gift of Charles and Valerie Diker",Possibly made in|Possibly made in,,,,United States|United States,,,,,,,(not assigned),,http://www.metmuseum.org/art/collection/search/751518,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",The Charles and Valerie Diker Collection of Native American Art"," Promised Gift of Charles and Valerie Diker""",Possibly made in|Possibly made in|Possibly made in,,,,United States|United States|United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/751523,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",4 1/2 × 7 3/4 in. (11.4 × 19.7 cm),The Charles and Valerie Diker Collection of Native American Art"," Promised Gift of Charles and Valerie Diker""",Made in,Yakayo,Mendocino County,Mendocino County,United States,,,,,,,(not assigned),,http://www.metmuseum.org/art/collection/search/751533,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 8 7/16 × 5 9/16 in. (21.5 × 14.2 cm)""","Harris Brisbane Dick Fund, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751546,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 9 3/16 in. × 7 in. (23.4 × 17.8 cm)""","Harris Brisbane Dick Fund, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751550,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 9 3/16 in. × 7 in. (23.4 × 17.8 cm)""","Harris Brisbane Dick Fund, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751551,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 14 1/2 × 10 7/16 in. (36.8 × 26.5 cm)""","Bequest of Susan Dwight Bliss, 1966",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751561,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 24 5/8 × 16 15/16 in. (62.5 × 43 cm)""","Gertrude and Thomas Jefferson Mumford Collection, Gift of Dorothy Quick Mayer, 1942",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751562,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Sheet (second sheet): 15 7/16 × 19 13/16 in. (39.2 × 50.3 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate (second sheet): 14 15/16 × 19 3/4 in. (38 × 50.1 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751568,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate: 22 3/8 × 13 3/4 in. (56.8 × 35 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751572,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 3 3/4 × 6 in. (9.6 × 15.2 cm)""","Gift of Gilbert H. Anderson, 1910",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751573,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate: 18 7/16 × 18 3/16 in. (46.8 × 46.2 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751574,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate: 19 13/16 × 19 1/8 in. (50.3 × 48.6 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751575,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate: 21 5/16 × 15 1/2 in. (54.1 × 39.3 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751577,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate (first): 15 3/4 × 15 3/8 in. (40 × 39 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheet (second): 9 7/16 × 15 1/2 in. (24 × 39.4 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate (second): 8 × 15 3/16 in. (20.3 × 38.5 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751580,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate: 18 7/16 × 18 1/16 in. (46.9 × 45.9 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751581,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate: 17 1/4 × 16 7/8 in. (43.8 × 42.9 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751583,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate: 17 13/16 × 17 11/16 in. (45.3 × 45 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751584,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate: 17 1/8 × 16 7/16 in. (43.5 × 41.8 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751585,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate: 18 5/16 × 14 13/16 in. (46.5 × 37.7 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751586,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate: 18 5/16 × 14 13/16 in. (46.5 × 37.7 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751588,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 5 1/4 × 3 1/8 in. (13.3 × 8 cm)""","Gift of Gilbert H. Anderson, 1910",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751589,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 13 1/2 × 21 3/4 in. (34.3 × 55.2 cm),Gift of William Brewster","1923""",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/751590,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 4 15/16 × 3 15/16 in. (12.5 × 10 cm)""","Gift of Gilbert H. Anderson, 1910",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751593,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate: 16 7/8 × 21 1/4 in. (42.8 × 53.9 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751595,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate: 20 in. × 14 1/4 in. (50.8 × 36.2 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751599,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate: 19 1/8 × 13 11/16 in. (48.6 × 34.8 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751605,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate: 16 9/16 × 19 3/4 in. (42.1 × 50.1 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751608,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Plate: 16 9/16 × 19 3/4 in. (42.1 × 50.1 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Album: 15 3/4 × 10 1/16 × 1 1/8 in. (40 × 25.5 × 2.9 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/751612,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Case: 3 1/8 × 3 11/16 × 9/16 in. (8 × 9.3 × 1.5 cm)""","Purchase, Joyce F. Menschel Gift, 2017",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/751631,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 12 3/4 × 6 3/8 in. (32.4 × 16.2 cm)""","The Horace W. Goldsmith Foundation Fund, through Joyce and Robert Menschel, 2017",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/751632,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Mount: 16 1/4 × 19 5/16 in. (41.3 × 49 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751646,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 14 3/16 × 19 13/16 in. (36.1 × 50.3 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751652,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
59.533.1150,FALSE,FALSE,751657,Drawings and Prints,Print,"The Stag at Bay, Scene near Taplow Berkshire",,,,,,Artist,Attributed to,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,,1788,1800,Hand-colored etching and aquatint,Sheet: 17 1/4 × 22 1/2 in. (43.8 × 57.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751657,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Sheet: 14 1/2 × 9 5/8 in. (36.8 × 24.4 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751681,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 5/16 × 8 11/16 in. (26.2 × 22 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751682,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 9 3/4 × 6 5/8 in. (24.7 × 16.8 cm)""","Harris Brisbane Dick Fund, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751689,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 8 1/16 × 10 1/4 in. (20.4 × 26 cm)""","Elisha Whittelsey Fund, 1981",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751863,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Image: 11 7/8 × 15 1/8 in. (30.2 × 38.4 cm)""","Gift of Anonymous, 1940",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751940,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Image: 11 3/4 × 15 9/16 in. (29.8 × 39.5 cm)""","Gift of Vera Andrus, 1952",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751941,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Image: 15 11/16 × 11 15/16 in. (39.8 × 30.3 cm)""","Gift of Vera Andrus, 1952",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/751942,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Diameter at top opening (confirmed): 1 3/8 in. (3.5 cm)""",,,,,,,,,,,,,Metalwork-Silver,,http://www.metmuseum.org/art/collection/search/751989,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 16 1/8 × 10 15/16 in. (41 × 27.8 cm)""","Gift of Harold K. Hochschild, 1940",,,,,,,,,,,,Prints,"© 2018  Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/752014,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 7 7/8 × 10 1/2 in. (20 × 26.7 cm)""","Gift of John J. Cunningham, 1967",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/752018,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Overall with mounting (each): 56 5/16 × 17 in. (143 × 43.2 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Overall with knobs: 56 5/16 × 19 in. (143 × 48.3 cm)""","Gift of Oni Zazen Collection, 2017",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/752036,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Unframed: 18 × 24 in. (45.7 × 61 cm)""",Private collection,,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/752039,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 7 1/2 × 10 1/4 in. (19 × 26.1 cm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 4 1/2 × 6 5/16 in. (11.5 × 16 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/752051,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Keufeel & Esser Co"""" stamp.""",Sheet: 13 1/2 × 22 1/2 in. (34.3 × 57.2 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/752079,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 13 1/2 × 22 1/2 in. (34.3 × 57.2 cm),Gift of William Brewster","1923""",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/752080,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 13 3/8 × 21 7/8 in. (34 × 55.6 cm),Gift of William Brewster","1923""",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/752081,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 13 1/2 × 22 1/2 in. (34.3 × 57.2 cm),Gift of William Brewster","1923""",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/752082,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet (clipped within plate): 12 15/16 × 19 3/4 in. (32.9 × 50.2 cm)""","Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/752247,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Binding: Gilt tooled morocco""",Text: H: 5.75 in (14.6 cm) x W: 3.25 in (8.2 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Folio: H: 7.125 in (18 cm) x W: 4.6 in (11.2 cm)""","Purchase, Friends of Islamic Art Gifts, 2017",Made in,,,,Morocco (probably),,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/752280,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Binding: Papier-maché""",Text: H: 3.8 in (9.8 cm) x W: 2.125 in (5.2 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Folio: H: 6.125 in (15.5 cm) x W: 3.8 in (9.8 cm)""","Purchase, Friends of Islamic Art Gifts, 2017",Made in,,,Kashmir,India,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/752291,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 3 3/4 × 2 3/4 in. (9.5 × 7 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/752406,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 13 1/4 × 22 3/8 in. (33.7 × 56.8 cm),Gift of William Brewster","1923""",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/752427,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 19 in. × 11 1/4 in. (48.3 × 28.6 cm),Gift of William Brewster","1923""",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/752430,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 12 in. × 19 3/4 in. (30.5 × 50.2 cm),Gift of William Brewster","1923""",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/752432,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 12 1/8 in. × 19 in. (30.8 × 48.3 cm),Gift of William Brewster","1923""",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/752433,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 13 1/2 × 22 1/2 in. (34.3 × 57.2 cm),Gift of William Brewster","1923""",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/752435,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 12 in. × 18 1/2 in. (30.5 × 47 cm),Gift of William Brewster","1923""",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/752438,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 7 1/8 × 10 13/16 in. (18.1 × 27.5 cm)""","Gift of Louis R. Metcalfe, 1928",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/752441,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
L.2017.38,FALSE,FALSE,752615,European Sculpture and Decorative Arts,Bust,Beethoven,German,,,,,Artist,,Franz von Stuck,"German, Tettenweis 1863–1928 Munich",,"Stuck, Franz von",,1863,1928,,0,0,Gilt and polychromed stucco,Overall: 18 3/4 × 18 × 5 in. (47.6 × 45.7 × 12.7 cm),"Lent by The Hearn Family Trust, 2017",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/752615,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Sheet: 11 7/16 × 8 1/8 in. (29 × 20.6 cm)""","Gift of Paul L. Rittenhouse,1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/752743,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 9 13/16 × 6 7/8 in. (25 × 17.4 cm)""","Rogers Fund, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/752745,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"14 3/4 × 9 1/2 in. (37.5 × 24.1 cm)""",Loan from the Charles and Valerie Diker Collection,Made in,,,,Canada,,,,,,,(not assigned),,http://www.metmuseum.org/art/collection/search/752748,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",http://www.metmuseum.org/art/collection/search/752762,12/24/2018 8:00:01 AM,Metropolitan Museum of Art", New York," NY""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diam. of foot: 3 5/16 in. (8.4 cm)""","Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/753038,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
.d,foot: 1 11/16 × 3 3/4 in. (4.4 × 9.5 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".c: 1 3/16 × 1 7/16 × 3/16 in. (2.9 × 3.6 × 0.4 cm)""","Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/753039,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
